Projectile: 10B; target: 12C; E = 100 MeV
https://doi.org/10.1103/PhysRevC.12.1575
Angle       C/s
18.6        72.         
22.2        78.         
23.8        40.         
24.3        25.         
24.9        15.8        
25.8        7.6         
26.9        6.6         
27.7        10.5        
28.5        15.8        
29.9        15.8        
31.3        9.8         
32.8        4.8         
34.8        2.8         
36.6        3.7         
