Projectile: d; target: 14N; E = 14.25 MeV
https://doi.org/10.1143/JPSJ.21.2462
Angle       C/s
22.9        6.710e+02   
28.6        2.499e+02   
34.6        5.989e+01   
39.8        5.944e+00   
45.5        1.548e+01   
51.5        2.923e+01   
57.3        2.831e+01   
62.8        1.964e+01   
67.2        1.400e+01   
73.3        8.663e+00   
78.1        8.510e+00   
83.7        9.052e+00   
89.4        1.009e+01   
