Projectile: 7Li; target: 27Al; E = 24.0 MeV
http://dx.doi.org/10.1103/PhysRevC.73.024609
Angle       R/s
15.09       0.8000      0.11        
21.35       0.5818      0.07        
27.57       0.3099      0.06        
33.76       0.2507      0.05        
39.90       0.1514      0.03        
45.98       0.0900      0.02        
51.99       0.0514      0.02        
57.93       0.0341      0.01        
63.79       0.0242      0.01        
69.56       0.0149      0.01        
