Projectile: 6Li; target: 120Sn; E = 19.0 MeV
http://dx.doi.org/10.1103/PhysRevC.106.014622
Angle       R/s
62.490      1.005e+00   3.905e-03   
67.606      1.018e+00   5.309e-03   
72.702      9.875e-01   5.921e-03   
77.777      1.023e+00   7.903e-03   
82.832      1.017e+00   9.280e-03   
87.865      1.026e+00   1.176e-02   
97.865      9.936e-01   7.230e-03   
107.777     9.348e-01   7.328e-03   
112.702     9.213e-01   8.527e-03   
117.606     8.866e-01   8.911e-03   
122.490     8.812e-01   1.088e-02   
127.355     8.428e-01   1.164e-02   
127.866     8.625e-01   2.726e-03   
132.202     8.228e-01   1.311e-02   
132.202     8.513e-01   6.321e-03   
134.188     8.490e-01   2.580e-03   
141.848     7.988e-01   5.989e-03   
145.123     7.844e-01   2.577e-03   
146.649     7.963e-01   6.922e-03   
151.437     7.674e-01   6.923e-03   
151.536     7.703e-01   2.635e-03   
156.215     7.670e-01   8.322e-03   
156.728     7.583e-01   2.967e-03   
160.983     7.430e-01   8.872e-03   
165.744     7.268e-01   9.504e-03   
