Projectile: 6Li; target: 28Si; E = 21.0 MeV
http://dx.doi.org/10.1051/epjconf/20111703004
Angle       R/s
18.78       0.94        0.03        
23.6        0.62        0.02        
28.4        0.49        0.02        
33.18       0.33        0.02        
37.93       0.25        0.01        
42.65       0.18        0.02        
47.33       0.13        0.03        
54.29       0.11        0.02        
67.91       0.076       0.02        
