Projectile: 6Li; target: 112Sn; E = 21.0 MeV
http://dx.doi.org/10.1103/PhysRevC.83.024607
Angle       R/s
23.875      9.374e-01   2.916e-01   
33.518      9.413e-01   3.791e-01   
36.732      9.426e-01   2.934e-01   
42.446      9.448e-01   5.732e-01   
47.804      9.470e-01   4.749e-01   
51.375      9.484e-01   4.754e-01   
57.446      9.509e-01   2.954e-01   
62.804      9.530e-01   4.770e-01   
67.804      8.925e-01   3.596e-01   
72.446      1.024e+00   8.598e-01   
77.804      8.963e-01   6.446e-01   
82.803      9.611e-01   2.986e-01   
92.447      9.019e-01   4.523e-01   
97.804      9.039e-01   3.640e-01   
107.805     8.483e-01   3.420e-01   
117.449     7.439e-01   5.348e-01   
122.450     6.967e-01   4.226e-01   
127.094     6.523e-01   1.468e-01   
132.095     5.709e-01   1.272e-01   
136.739     5.346e-01   3.598e-02   
141.740     5.006e-01   3.386e-02   
146.383     4.688e-01   1.456e-01   
151.383     4.698e-01   6.805e-02   
154.241     4.395e-01   1.367e-01   
159.955     4.406e-01   1.371e-01   
163.527     4.413e-01   2.212e-01   
169.956     4.135e-01   1.287e-01   
173.170     4.141e-01   5.245e-02   
