Projectile: 6Li; target: 58Ni; E = 14.04 MeV
http://dx.doi.org/10.1103/PhysRevC.79.021601
Angle       R/s
24.4        1.0         0.035       
26.1        1.0         0.035       
50.0        0.98        0.034       
61.3        0.972       0.034       
83.7        0.943       0.033       
107.1       0.735       0.026       
127.6       0.541       0.020       
137.3       0.463       0.017       
144.9       0.44        0.017       
156.9       0.387       0.014       
