Projectile: 6Li; target: 120Sn; E = 24.0 MeV
http://dx.doi.org/10.1103/PhysRevC.106.014622
Angle       R/s
67.606      1.022e+00   5.841e-03   
72.702      1.006e+00   8.141e-03   
77.777      7.815e-01   6.991e-03   
82.832      6.542e-01   8.040e-03   
87.865      5.686e-01   8.719e-03   
92.876      4.830e-01   1.243e-02   
97.865      4.389e-01   2.087e-03   
107.777     2.589e-01   1.571e-03   
112.702     2.611e-01   1.906e-03   
117.606     1.824e-01   1.633e-03   
122.49      1.536e-01   1.780e-03   
127.355     1.359e-01   1.924e-03   
129.867     1.173e-01   8.824e-04   
132.202     1.108e-01   1.911e-03   
132.202     1.318e-01   1.239e-03   
136.189     9.468e-02   8.050e-04   
141.848     9.083e-02   9.967e-04   
142.820     8.093e-02   7.614e-04   
146.649     8.341e-02   1.089e-03   
149.341     7.706e-02   7.758e-04   
151.437     7.634e-02   1.082e-03   
155.678     6.806e-02   8.040e-04   
156.215     6.920e-02   1.230e-03   
160.983     7.084e-02   1.378e-03   
165.744     6.352e-02   1.408e-03   
