Projectile: 6Li; target: 124Sn; E = 21.5 MeV
http://dx.doi.org/10.1103/PhysRevC.108.044602
Angle       R/s
47.0        1.0073594   0.003111    
52.1        0.9942032   0.003374    
57.3        0.9926289   0.003326    
62.4        1.0083137   0.004905    
67.5        1.0122169   0.004481    
72.6        0.9983606   0.006621    
77.7        0.9870541   0.006224    
82.7        0.9543082   0.012715    
87.8        0.8815873   0.007222    
102.7       0.7001875   0.00366     
112.6       0.5611751   0.007458    
122.4       0.4478952   0.00766     
132.1       0.3650234   0.007918    
141.8       0.3064476   0.008503    
151.4       0.272754    0.011503    
161.0       0.2325176   0.00908     
170.5       0.2139635   0.009618    
