Projectile: p; target: 15N; E = 6.94 MeV
https://doi.org/10.1016/0375-9474(84)90206-9
Angle       C/s
37.596      236.38      
48.160      102.64      
58.711      54.920      
68.542      38.973      
77.997      39.974      
88.142      47.513      
98.650      47.555      
108.45      51.866      
118.61      51.277      
128.07      50.073      
137.18      47.127      
146.97      61.042      
156.41      70.790      
166.22      75.335      
