Projectile: 14N; target: 12C; E = 84 MeV
http://dx.doi.org/10.1143/JPSJ.30.910
Angle       C/s
16.29       1202.       
19.55       354.        
22.81       252.        
26.08       13.1        
29.35       58.2        
32.63       19.7        
35.91       5.97        
39.19       15.9        
42.49       5.67        
45.79       3.68        
49.09       4.58        
52.41       0.79        
