Projectile: 8Li; target: 197Au; E = 14.0 MeV
http://dx.doi.org/10.1103/PhysRevC.48.308
Angle       R/s
1.616e+01   1.296e+00   1.794e-01   
2.734e+01   8.158e-01   8.329e-02   
3.129e+01   9.363e-01   1.647e-01   
3.612e+01   1.076e+00   7.209e-02   
3.619e+01   8.043e-01   5.385e-02   
4.284e+01   7.894e-01   1.388e-01   
4.546e+01   9.036e-01   9.225e-02   
5.688e+01   1.279e+00   8.567e-02   
5.697e+01   8.958e-01   1.239e-01   
