Projectile: 8Li; target: 58Ni; E = 20.2 MeV
http://dx.doi.org/10.1016/j.physletb.2007.01.048
Angle       R/s
22.9        0.83365     9.3762e-02  
31.9        0.80796     6.7161e-02  
44.2        0.8361      7.7771e-02  
50.3        0.87391     7.2652e-02  
56.0        0.4005      0.16512     
61.7        0.25692     6.9342e-02  
67.1        5.6305e-02  4.2671e-02  
72.2        0.15121     6.9828e-02  
78.8        0.10131     4.5188e-02  
85.0        8.162e-02   7.8293e-02  
