Projectile: 8Li; target: 58Ni; E = 22.0 MeV
http://dx.doi.org/10.1016/j.physletb.2007.01.048
Angle       R/s
24.8        1.0514      4.5769e-02  
30.1        0.90755     3.9507e-02  
36.7        0.83694     2.7476e-02  
42.2        0.85357     4.619e-02   
47.8        0.88019     5.6877e-02  
57.6        0.20855     0.10393     
63.3        0.18817     6.3129e-02  
67.0        0.40478     9.5271e-02  
70.6        0.57654e-01 0.57279e-01 
