Projectile: 8Li; target: 51V; E = 26.0 MeV
http://dx.doi.org/10.1016/j.nuclphysa.2006.12.019
Angle       R/s
15.219      1.3655      0.209       
20.639      0.7766      0.1235      
22.988      1.025       0.1509      
26.654      0.5721      5.8072e-02  
28.698      0.6226      0.1026      
35.114      0.48        7.6279e-02  
47.452      0.1989      3.1610e-02  
53.697      9.1764e-02  2.0130e-02  
59.591      6.2965e-02  1.5395e-02  
